Geoserver,2.27.2,Exactly Equal Test with Tolerance,5966,JTS:equalsExactTolerance,Tests if two geometries are identical on a vertex-by-vertex basis  up to a vertex distance tolerance.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",tolerance,Tolerance distance for vertex equality test,LiteralData,double,result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Exterior Ring,5967,JTS:exteriorRing,Returns the exterior ring of a polygonal geometry.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Geometry Type,5968,JTS:geometryType,Returns the name of a geometry's type. Values are one of POINT  LINESTRING  POLYGON  MULTIPOINT  MULTILINESTRING  MULTIPOLYGON  GEOMETRYCOLLECTION.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Nth Geometry,5969,JTS:getGeometryN,Returns the geometry element at a given index in a geometry collection. Indexing starts at 0.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",index,Index of geometry element (0 is first),LiteralData,int,result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Get X Ordinate,5970,JTS:getX,Returns the X value (first ordinate) for point geometries. For other geometry types returns the X value of the centroid.,geom,Input point,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,double,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Get Y Ordinate,5971,JTS:getY,Returns the Y value (second ordinate) for point geometries. For other geometry types returns the Y value of the centroid.,geom,Input point,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,double,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Interior Point,5972,JTS:interiorPoint,Returns a point that lies inside a geometry if possible  or that lies on its boundary.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Nth Interior Ring,5973,JTS:interiorRingN,Returns a linear ring from a polygon containing interior rings (holes) determined by a given index. First interior ring has index 0. If no interior rings  returns null.,geom,Input polygon with interior ring,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",index,Index of interior ring (0 is first),LiteralData,int,result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Intersection,5974,JTS:intersection,Returns a geometry representing the points that two geometries have in common.  The result may be a heterogeneous geometry collection. If no intersection  returns an empty geometry.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Intersects Test,5975,JTS:intersects,Tests if two geometries intersect.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Closed Test,5976,JTS:isClosed,Tests if the initial vertex equals the final vertex in a linear geometry. Points and polygons always return True.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Empty Test,5977,JTS:isEmpty,Tests if a geometry contains no vertices.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Ring Test,5978,JTS:isRing,Tests if a geometry is both closed and simple.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Simple Test,5979,JTS:isSimple,Tests if a geometry is topologically simple. Points  polygons  closed line strings  and linear rings are always simple. Other geometries are considered simple if no two points are identical.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Valid Test,5980,JTS:isValid,Tests if a geometry is topologically valid.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Within Distance Test,5981,JTS:isWithinDistance,Tests if the minimum distance between two geometries is less than a tolerance value.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",distance,Distance tolerance  in units of the input geometry,LiteralData,double,result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Length,5982,JTS:length,Returns the total length of all line segments in a geometry. Measurement is given in the source units  so geographic coordinates are not recommended.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,double,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Geometry Count,5983,JTS:numGeometries,Returns the total number of elements in a geometry collection. If not a geometry collection  returns 1. If empty  returns 0.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Interior Ring Count,5984,JTS:numInteriorRing,Returns the total number of interior rings in a polygonal geometry. Points and lines return 0.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Number of Points,5985,JTS:numPoints,Returns the number of vertices in a given geometry.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Overlaps Test,5986,JTS:overlaps,Tests if two geometries share some but not all interior points. Points or lines will always return False.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Nth Point,5987,JTS:pointN,Returns a point geometry equal to the Nth vertex in a geometry as determined by a given index. First vertex has index 0.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",index,Index of vertex (0 is first),LiteralData,int,result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Polygonize,5988,JTS:polygonize,Creates a set of polygons from linestrings delineating them.  The linestrings must be correctly noded (i.e. touch only at endpoints).,geom,Linework to polygonize,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Relate Matrix String,5989,JTS:relate,Returns the DE-9IM intersection matrix string for the spatial relationship between the input geometries. The matrix string is in the form [II][IB][IE][BI][BB][BE][EI][EB][EE] where I=interior  B=boundary  and E=exterior. Matrix symbols are 2  1  0 or F.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Relate Test,5990,JTS:relatePattern,Tests if the spatial relationship between two geometries matches the given DE-9IM intersection matrix pattern. The pattern is given in the form [II][IB][IE][BI][BB][BE][EI][EB][EE] where I=interior  B=boundary  and E=exterior. Pattern symbols can be 2  1  0  F or *.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",Relate pattern,Intersection matrix pattern,LiteralData,string,result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Reproject Geometry,5991,JTS:reproject,Reprojects a given geometry into a supplied coordinate reference system.,geometry,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",sourceCRS,Coordinate reference system of input geometry,LiteralData,string,targetCRS,Target coordinate reference system to use for reprojection,LiteralData,string,result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Simplify,5992,JTS:simplify,Returns a geometry that has been simplified (reduced in vertices) according to the Douglas-Peucker algorithm.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",distance,Simplification distance tolerance  in units of the input geometry,LiteralData,double,result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Split Polygon,5993,JTS:splitPolygon,Splits a polygon by a linestring,polygon,Polygon to split,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",line,Linestring to split by,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Start Point,5994,JTS:startPoint,Returns a point geometry equal to the first vertex of a LineString.,geom,Input line,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Symmetric Difference,5995,JTS:symDifference,Returns a geometry representing the points contained in either one of two geometries but not in both. The result may be a heterogeneous geometry collection.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Touches Test,5996,JTS:touches,Tests if two geometries have at least one boundary point in common  but share no interior points.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Union,5997,JTS:union,Returns a geometry representing all points contained in any of the geometries in a geometry collection.,geom,Input geometries (minimum 2),Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Within Test,5998,JTS:within,Tests if the first geometry is contained in the second geometry.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Polygon label process,5999,polygonlabelprocess:PolyLabeller,Calculate the Pole of accessibility  the most distant interior point in a polygon.,polygon,Input polygon,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",precision,Tolerance,LiteralData,double,result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Add Coverages,6000,ras:AddCoverages,Returns a raster generated by pixel-by-pixel addition of two source rasters.  Source rasters must have the same bounding box and resolution.,coverageA,First input raster,Raster,"image/tiff,image/tiff,application/arcgrid",coverageB,Second input raster,Raster,"image/tiff,image/tiff,application/arcgrid",result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Transformed Coverage,6001,ras:Affine,Returns the result of an Affine transformation on the input raster.,coverage,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",scalex,Scale parameter for the X direction,LiteralData,double,scaley,Scale parameter for the Y direction,LiteralData,double,shearx,Shear parameter for the X direction,LiteralData,double,sheary,Shear parameter for the Y direction,LiteralData,double,translatex,Offset parameter for the X direction,LiteralData,double,translatey,Offset parameter for the Y direction,LiteralData,double,nodata,Output coverage nodata values,LiteralData,double,interpolation,Interpolation function to use.  Values are NEAREST  BILINEAR  BICUBIC2  BICUBIC,LiteralData,string,result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Area Grid,6002,ras:AreaGrid,Computes a raster grid of given geographic extent with cell values equal to the area the cell represents on the surface of the earth.  Area is computed using the EckertIV projection.,envelope,Bounding box for the computed raster  in WGS84 geographic coordinates.,LiteralData,string,width,Width of the output raster in pixels,LiteralData,int,height,Height of the output raster in pixels,LiteralData,int,result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Merge Coverages,6003,ras:BandMerge,Returns a raster generated by the merge of the input raster bands. Source rasters must have the same CRS.,coverages,Coverage List,Raster,"image/tiff,image/tiff,application/arcgrid",roi,Geometry to use as ROI,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",transformChoice,Choice on which Coverage G2W transform to use,LiteralData,string,index,Index used by the transformChoice parameter,LiteralData,int,result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Select Coverages,6004,ras:BandSelect,Returns a raster generated by the selection of some bands from the input raster.,coverage,Input GridCoverage,Raster,"image/tiff,image/tiff,application/arcgrid",SampleDimensions,Input sample dimension indexes,LiteralData,int,VisibleSampleDimension,Input visible sample dimension index,LiteralData,int,result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Contour,6005,ras:Contour,Computes contour lines at specified intervals or levels for the values in a raster.,data,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",band,Band number (zero base) to use for values to be contoured,LiteralData,int,levels,Values of levels at which to generate contours,LiteralData,double,interval,Interval between contour values (ignored if levels parameter is supplied),LiteralData,double,simplify,Indicates whether contour lines are simplified,LiteralData,boolean,smooth,Indicates whether contour lines are smoothed using Bezier smoothing,LiteralData,boolean,roi,Geometry delineating the region of interest (in raster coordinate system),Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,coverageClassStats,6006,ras:CoverageClassStats,Calculates statistics from coverage values classified into bins/classes.,coverage,The coverage to analyze,Raster,"image/tiff,image/tiff,application/arcgrid",stats,The statistics to calculate for each class,LiteralData,string,band,The band to calculate breaks/statistics for,LiteralData,int,classes,The number of breaks/classes,LiteralData,int,method,The classification method,LiteralData,string,noData,The pixel value to be ommitted from any calculation,LiteralData,double,results,,Vector,"text/xml,text/xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Crop Coverage,6007,ras:CropCoverage,Returns the portion of a raster bounded by a given geometry.,coverage,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",cropShape,Geometry used to crop the raster,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Jiffle map algebra,6008,ras:Jiffle,Map algebra powered by Jiffle,coverage,Source raster(s),Raster,"image/tiff,image/tiff,application/arcgrid",script,The script performing the map algebra  in Jiffle language,LiteralData,string,destName,Name of the output  as used in the script (defaults to 'dest' if not specified),LiteralData,string,sourceName,Name of the inputs  as used in the script (default to src  src1  src2  ... if not specified),LiteralData,string,outputType,Output data type  BYTE  USHORT  SHORT  INT  FLOAT  DOUBLE. Defaults to DOUBLE if not specified,LiteralData,string,bandCount,Number of output bands. If not specified  will try to infer from the script  which will be possible only if the output band indices are literals.,LiteralData,int,bandNames,Comma separate list of output band names. If not specified  will use 'jiffle' for single banded output  'jiffle1'  'jiffle2'  and so on for multi-band outputs,LiteralData,string,result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Multiply Coverages,6009,ras:MultiplyCoverages,Returns a raster generated by pixel-by-pixel multiplication of two source rasters.  Source rasters must have the same bounding box and resolution.,coverageA,First input raster,Raster,"image/tiff,image/tiff,application/arcgrid",coverageB,Second input raster,Raster,"image/tiff,image/tiff,application/arcgrid",result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
